Month,Borough,Major Category,Minor Category,Count
201406,Barking and Dagenham,Theft & Handling,Motor Vehicle Interference & Tampering,12
201406,Barking and Dagenham,Theft & Handling,Other Theft,171
201406,Barking and Dagenham,Theft & Handling,Other Theft Person,15
201406,Barking and Dagenham,Theft & Handling,Theft From Motor Vehicle,66
201406,Barking and Dagenham,Theft & Handling,Theft From Shops,57
201406,Barking and Dagenham,Theft & Handling,Theft/Taking Of Motor Vehicle,63
201406,Barking and Dagenham,Theft & Handling,Theft/Taking Of Pedal Cycle,26
201406,Barking and Dagenham,Violence Against The Person,Assault With Injury,126
201406,Barking and Dagenham,Violence Against The Person,Common Assault,118
201406,Barking and Dagenham,Violence Against The Person,Harassment,121
201406,Barking and Dagenham,Violence Against The Person,Murder,1
201406,Barking and Dagenham,Violence Against The Person,Offensive Weapon,7
201406,Barking and Dagenham,Violence Against The Person,Other Violence,26
201406,Barking and Dagenham,Violence Against The Person,Wounding/GBH,54
201406,Barnet,Burglary,Burglary In A Dwelling,160
201406,Barnet,Burglary,Burglary In Other Buildings,77
201406,Barnet,Criminal Damage,Criminal Damage To Dwelling,40
201406,Barnet,Criminal Damage,Criminal Damage To Motor Vehicle,67
201406,Barnet,Criminal Damage,Criminal Damage To Other Building,14
201406,Barnet,Criminal Damage,Other Criminal Damage,46
201406,Barnet,Drugs,Drug Trafficking,8
201406,Barnet,Drugs,Possession Of Drugs,61
201406,Barnet,Fraud & Forgery,Other Fraud & Forgery,6
201406,Barnet,Other Notifiable Offences,Going Equipped,2
201406,Barnet,Other Notifiable Offences,Other Notifiable,24
201406,Barnet,Robbery,Business Property,1
201406,Barnet,Robbery,Personal Property,42
201406,Barnet,Sexual Offences,Other Sexual,24
201406,Barnet,Sexual Offences,Rape,8
201406,Barnet,Theft & Handling,Handling Stolen Goods,1
201406,Barnet,Theft & Handling,Motor Vehicle Interference & Tampering,36
201406,Barnet,Theft & Handling,Other Theft,304
201406,Barnet,Theft & Handling,Other Theft Person,43
201406,Barnet,Theft & Handling,Theft From Motor Vehicle,145
201406,Barnet,Theft & Handling,Theft From Shops,109
201406,Barnet,Theft & Handling,Theft/Taking Of Motor Vehicle,64
201406,Barnet,Theft & Handling,Theft/Taking Of Pedal Cycle,13
201406,Barnet,Violence Against The Person,Assault With Injury,112
201406,Barnet,Violence Against The Person,Common Assault,118
201406,Barnet,Violence Against The Person,Harassment,175
201406,Barnet,Violence Against The Person,Offensive Weapon,5
201406,Barnet,Violence Against The Person,Other Violence,19
201406,Barnet,Violence Against The Person,Wounding/GBH,42
201406,Bexley,Burglary,Burglary In A Dwelling,69
201406,Bexley,Burglary,Burglary In Other Buildings,66
201406,Bexley,Criminal Damage,Criminal Damage To Dwelling,22
201406,Bexley,Criminal Damage,Criminal Damage To Motor Vehicle,46
201406,Bexley,Criminal Damage,Criminal Damage To Other Building,10
201406,Bexley,Criminal Damage,Other Criminal Damage,32
201406,Bexley,Drugs,Drug Trafficking,2
201406,Bexley,Drugs,Possession Of Drugs,75
201406,Bexley,Fraud & Forgery,Other Fraud & Forgery,1
201406,Bexley,Other Notifiable Offences,Other Notifiable,14
201406,Bexley,Robbery,Business Property,1
201406,Bexley,Robbery,Personal Property,17
201406,Bexley,Sexual Offences,Other Sexual,12
201406,Bexley,Sexual Offences,Rape,7
201406,Bexley,Theft & Handling,Handling Stolen Goods,2
201406,Bexley,Theft & Handling,Motor Vehicle Interference & Tampering,33
201406,Bexley,Theft & Handling,Other Theft,98
201406,Bexley,Theft & Handling,Other Theft Person,11
201406,Bexley,Theft & Handling,Theft From Motor Vehicle,98
201406,Bexley,Theft & Handling,Theft From Shops,67
201406,Bexley,Theft & Handling,Theft/Taking Of Motor Vehicle,53
201406,Bexley,Theft & Handling,Theft/Taking Of Pedal Cycle,7
201406,Bexley,Violence Against The Person,Assault With Injury,88
201406,Bexley,Violence Against The Person,Common Assault,83
201406,Bexley,Violence Against The Person,Harassment,90
201406,Bexley,Violence Against The Person,Offensive Weapon,3
201406,Bexley,Violence Against The Person,Other Violence,8
201406,Bexley,Violence Against The Person,Wounding/GBH,33
201406,Brent,Burglary,Burglary In A Dwelling,124
201406,Brent,Burglary,Burglary In Other Buildings,52
201406,Brent,Criminal Damage,Criminal Damage To Dwelling,55
201406,Brent,Criminal Damage,Criminal Damage To Motor Vehicle,71
201406,Brent,Criminal Damage,Criminal Damage To Other Building,30
201406,Brent,Criminal Damage,Other Criminal Damage,44
201406,Brent,Drugs,Drug Trafficking,13
201406,Brent,Drugs,Possession Of Drugs,232
201406,Brent,Fraud & Forgery,Other Fraud & Forgery,3
201406,Brent,Other Notifiable Offences,Going Equipped,2
201406,Brent,Other Notifiable Offences,Other Notifiable,33
201406,Brent,Robbery,Business Property,3
201406,Brent,Robbery,Personal Property,95
201406,Brent,Sexual Offences,Other Sexual,31
201406,Brent,Sexual Offences,Rape,15
201406,Brent,Theft & Handling,Handling Stolen Goods,5
201406,Brent,Theft & Handling,Motor Vehicle Interference & Tampering,24
201406,Brent,Theft & Handling,Other Theft,318
201406,Brent,Theft & Handling,Other Theft Person,69
201406,Brent,Theft & Handling,Theft From Motor Vehicle,131
201406,Brent,Theft & Handling,Theft From Shops,113
201406,Brent,Theft & Handling,Theft/Taking Of Motor Vehicle,51
201406,Brent,Theft & Handling,Theft/Taking Of Pedal Cycle,53
201406,Brent,Violence Against The Person,Assault With Injury,164
201406,Brent,Violence Against The Person,Common Assault,222
201406,Brent,Violence Against The Person,Harassment,169
201406,Brent,Violence Against The Person,Murder,1
201406,Brent,Violence Against The Person,Offensive Weapon,12
201406,Brent,Violence Against The Person,Other Violence,34
201406,Brent,Violence Against The Person,Wounding/GBH,89
201406,Bromley,Burglary,Burglary In A Dwelling,105
201406,Bromley,Burglary,Burglary In Other Buildings,62
201406,Bromley,Criminal Damage,Criminal Damage To Dwelling,45
201406,Bromley,Criminal Damage,Criminal Damage To Motor Vehicle,72
201406,Bromley,Criminal Damage,Criminal Damage To Other Building,22
201406,Bromley,Criminal Damage,Other Criminal Damage,48
201406,Bromley,Drugs,Drug Trafficking,7
201406,Bromley,Drugs,Possession Of Drugs,77
201406,Bromley,Fraud & Forgery,Other Fraud & Forgery,1
201406,Bromley,Other Notifiable Offences,Other Notifiable,25
201406,Bromley,Robbery,Business Property,7
201406,Bromley,Robbery,Personal Property,26
201406,Bromley,Sexual Offences,Other Sexual,25
201406,Bromley,Sexual Offences,Rape,6
201406,Bromley,Theft & Handling,Handling Stolen Goods,2
201406,Bromley,Theft & Handling,Motor Vehicle Interference & Tampering,22
201406,Bromley,Theft & Handling,Other Theft,241
201406,Bromley,Theft & Handling,Other Theft Person,21
201406,Bromley,Theft & Handling,Theft From Motor Vehicle,163
201406,Bromley,Theft & Handling,Theft From Shops,172
201406,Bromley,Theft & Handling,Theft/Taking Of Motor Vehicle,54
201406,Bromley,Theft & Handling,Theft/Taking Of Pedal Cycle,16
201406,Bromley,Violence Against The Person,Assault With Injury,133
201406,Bromley,Violence Against The Person,Common Assault,116
201406,Bromley,Violence Against The Person,Harassment,132
201406,Bromley,Violence Against The Person,Offensive Weapon,5
201406,Bromley,Violence Against The Person,Other Violence,24
201406,Bromley,Violence Against The Person,Wounding/GBH,56
201406,Camden,Burglary,Burglary In A Dwelling,110
201406,Camden,Burglary,Burglary In Other Buildings,95
201406,Camden,Criminal Damage,Criminal Damage To Dwelling,32
201406,Camden,Criminal Damage,Criminal Damage To Motor Vehicle,65
201406,Camden,Criminal Damage,Criminal Damage To Other Building,20
201406,Camden,Criminal Damage,Other Criminal Damage,32
201406,Camden,Drugs,Drug Trafficking,10
201406,Camden,Drugs,Other Drugs,1
201406,Camden,Drugs,Possession Of Drugs,177
201406,Camden,Fraud & Forgery,Other Fraud & Forgery,3
201406,Camden,Other Notifiable Offences,Going Equipped,1
201406,Camden,Other Notifiable Offences,Other Notifiable,36
201406,Camden,Robbery,Business Property,4
201406,Camden,Robbery,Personal Property,61
201406,Camden,Sexual Offences,Other Sexual,20
201406,Camden,Sexual Offences,Rape,13
201406,Camden,Theft & Handling,Handling Stolen Goods,3
201406,Camden,Theft & Handling,Motor Vehicle Interference & Tampering,34
201406,Camden,Theft & Handling,Other Theft,477
201406,Camden,Theft & Handling,Other Theft Person,153
201406,Camden,Theft & Handling,Theft From Motor Vehicle,128
201406,Camden,Theft & Handling,Theft From Shops,119
201406,Camden,Theft & Handling,Theft/Taking Of Motor Vehicle,75
201406,Camden,Theft & Handling,Theft/Taking Of Pedal Cycle,114
201406,Camden,Violence Against The Person,Assault With Injury,129
201406,Camden,Violence Against The Person,Common Assault,148
201406,Camden,Violence Against The Person,Harassment,165
201406,Camden,Violence Against The Person,Murder,1
201406,Camden,Violence Against The Person,Offensive Weapon,5
201406,Camden,Violence Against The Person,Other Violence,8
201406,Camden,Violence Against The Person,Wounding/GBH,66
201406,Croydon,Burglary,Burglary In A Dwelling,146
201406,Croydon,Burglary,Burglary In Other Buildings,75
201406,Croydon,Criminal Damage,Criminal Damage To Dwelling,57
201406,Croydon,Criminal Damage,Criminal Damage To Motor Vehicle,103
201406,Croydon,Criminal Damage,Criminal Damage To Other Building,32
201406,Croydon,Criminal Damage,Other Criminal Damage,81
201406,Croydon,Drugs,Drug Trafficking,7
201406,Croydon,Drugs,Possession Of Drugs,127
201406,Croydon,Other Notifiable Offences,Other Notifiable,47
201406,Croydon,Robbery,Business Property,12
201406,Croydon,Robbery,Personal Property,98
201406,Croydon,Sexual Offences,Other Sexual,33
201406,Croydon,Sexual Offences,Rape,24
201406,Croydon,Theft & Handling,Handling Stolen Goods,1
201406,Croydon,Theft & Handling,Motor Vehicle Interference & Tampering,18
201406,Croydon,Theft & Handling,Other Theft,317
201406,Croydon,Theft & Handling,Other Theft Person,41
201406,Croydon,Theft & Handling,Theft From Motor Vehicle,181
201406,Croydon,Theft & Handling,Theft From Shops,171
201406,Croydon,Theft & Handling,Theft/Taking Of Motor Vehicle,46
201406,Croydon,Theft & Handling,Theft/Taking Of Pedal Cycle,23
201406,Croydon,Violence Against The Person,Assault With Injury,198
201406,Croydon,Violence Against The Person,Common Assault,198
201406,Croydon,Violence Against The Person,Harassment,192
201406,Croydon,Violence Against The Person,Offensive Weapon,15
201406,Croydon,Violence Against The Person,Other Violence,31
201406,Croydon,Violence Against The Person,Wounding/GBH,93
201406,Ealing,Burglary,Burglary In A Dwelling,141
201406,Ealing,Burglary,Burglary In Other Buildings,82
201406,Ealing,Criminal Damage,Criminal Damage To Dwelling,38
201406,Ealing,Criminal Damage,Criminal Damage To Motor Vehicle,73
201406,Ealing,Criminal Damage,Criminal Damage To Other Building,20
201406,Ealing,Criminal Damage,Other Criminal Damage,41
201406,Ealing,Drugs,Drug Trafficking,12
201406,Ealing,Drugs,Other Drugs,1
201406,Ealing,Drugs,Possession Of Drugs,105
201406,Ealing,Fraud & Forgery,Other Fraud & Forgery,5
201406,Ealing,Other Notifiable Offences,Going Equipped,4
201406,Ealing,Other Notifiable Offences,Other Notifiable,24
201406,Ealing,Robbery,Business Property,4
201406,Ealing,Robbery,Personal Property,59
201406,Ealing,Sexual Offences,Other Sexual,30
201406,Ealing,Sexual Offences,Rape,10
201406,Ealing,Theft & Handling,Handling Stolen Goods,4
201406,Ealing,Theft & Handling,Motor Vehicle Interference & Tampering,28
201406,Ealing,Theft & Handling,Other Theft,308
201406,Ealing,Theft & Handling,Other Theft Person,49
201406,Ealing,Theft & Handling,Theft From Motor Vehicle,219
201406,Ealing,Theft & Handling,Theft From Shops,156
201406,Ealing,Theft & Handling,Theft/Taking Of Motor Vehicle,51
201406,Ealing,Theft & Handling,Theft/Taking Of Pedal Cycle,37
201406,Ealing,Violence Against The Person,Assault With Injury,166
201406,Ealing,Violence Against The Person,Common Assault,192
201406,Ealing,Violence Against The Person,Harassment,239
201406,Ealing,Violence Against The Person,Offensive Weapon,11
201406,Ealing,Violence Against The Person,Other Violence,29
201406,Ealing,Violence Against The Person,Wounding/GBH,87
201406,Enfield,Burglary,Burglary In A Dwelling,136
201406,Enfield,Burglary,Burglary In Other Buildings,70
201406,Enfield,Criminal Damage,Criminal Damage To Dwelling,48
201406,Enfield,Criminal Damage,Criminal Damage To Motor Vehicle,77
201406,Enfield,Criminal Damage,Criminal Damage To Other Building,13
201406,Enfield,Criminal Damage,Other Criminal Damage,43
201406,Enfield,Drugs,Drug Trafficking,7
201406,Enfield,Drugs,Possession Of Drugs,72
201406,Enfield,Fraud & Forgery,Other Fraud & Forgery,3
201406,Enfield,Other Notifiable Offences,Going Equipped,5
201406,Enfield,Other Notifiable Offences,Other Notifiable,35
201406,Enfield,Robbery,Business Property,3
201406,Enfield,Robbery,Personal Property,59
201406,Enfield,Sexual Offences,Other Sexual,24
201406,Enfield,Sexual Offences,Rape,14
201406,Enfield,Theft & Handling,Handling Stolen Goods,4
201406,Enfield,Theft & Handling,Motor Vehicle Interference & Tampering,20
201406,Enfield,Theft & Handling,Other Theft,302
201406,Enfield,Theft & Handling,Other Theft Person,40
201406,Enfield,Theft & Handling,Theft From Motor Vehicle,169
201406,Enfield,Theft & Handling,Theft From Shops,78
201406,Enfield,Theft & Handling,Theft/Taking Of Motor Vehicle,79
201406,Enfield,Theft & Handling,Theft/Taking Of Pedal Cycle,22
201406,Enfield,Violence Against The Person,Assault With Injury,148
201406,Enfield,Violence Against The Person,Common Assault,123
201406,Enfield,Violence Against The Person,Harassment,139
201406,Enfield,Violence Against The Person,Murder,1
201406,Enfield,Violence Against The Person,Offensive Weapon,11
201406,Enfield,Violence Against The Person,Other Violence,18
201406,Enfield,Violence Against The Person,Wounding/GBH,60
201406,Greenwich,Burglary,Burglary In A Dwelling,90
201406,Greenwich,Burglary,Burglary In Other Buildings,73
201406,Greenwich,Criminal Damage,Criminal Damage To Dwelling,48
201406,Greenwich,Criminal Damage,Criminal Damage To Motor Vehicle,74
201406,Greenwich,Criminal Damage,Criminal Damage To Other Building,18
201406,Greenwich,Criminal Damage,Other Criminal Damage,54
201406,Greenwich,Drugs,Drug Trafficking,11
201406,Greenwich,Drugs,Other Drugs,1
201406,Greenwich,Drugs,Possession Of Drugs,100
201406,Greenwich,Fraud & Forgery,Other Fraud & Forgery,3
201406,Greenwich,Other Notifiable Offences,Going Equipped,1
201406,Greenwich,Other Notifiable Offences,Other Notifiable,43
201406,Greenwich,Robbery,Business Property,4
201406,Greenwich,Robbery,Personal Property,34
201406,Greenwich,Sexual Offences,Other Sexual,29
201406,Greenwich,Sexual Offences,Rape,14
201406,Greenwich,Theft & Handling,Handling Stolen Goods,5
201406,Greenwich,Theft & Handling,Motor Vehicle Interference & Tampering,26
201406,Greenwich,Theft & Handling,Other Theft,242
201406,Greenwich,Theft & Handling,Other Theft Person,40
201406,Greenwich,Theft & Handling,Theft From Motor Vehicle,155
201406,Greenwich,Theft & Handling,Theft From Shops,138
201406,Greenwich,Theft & Handling,Theft/Taking Of Motor Vehicle,47
201406,Greenwich,Theft & Handling,Theft/Taking Of Pedal Cycle,30
201406,Greenwich,Violence Against The Person,Assault With Injury,169
201406,Greenwich,Violence Against The Person,Common Assault,145
201406,Greenwich,Violence Against The Person,Harassment,166
201406,Greenwich,Violence Against The Person,Offensive Weapon,10
201406,Greenwich,Violence Against The Person,Other Violence,24
201406,Greenwich,Violence Against The Person,Wounding/GBH,73
201406,Hackney,Burglary,Burglary In A Dwelling,119
201406,Hackney,Burglary,Burglary In Other Buildings,105
201406,Hackney,Criminal Damage,Criminal Damage To Dwelling,51
201406,Hackney,Criminal Damage,Criminal Damage To Motor Vehicle,48
201406,Hackney,Criminal Damage,Criminal Damage To Other Building,22
201406,Hackney,Criminal Damage,Other Criminal Damage,35
201406,Hackney,Drugs,Drug Trafficking,11
201406,Hackney,Drugs,Possession Of Drugs,100
201406,Hackney,Fraud & Forgery,Other Fraud & Forgery,1
201406,Hackney,Other Notifiable Offences,Going Equipped,2
201406,Hackney,Other Notifiable Offences,Other Notifiable,29
201406,Hackney,Robbery,Business Property,9
201406,Hackney,Robbery,Personal Property,86
201406,Hackney,Sexual Offences,Other Sexual,33
201406,Hackney,Sexual Offences,Rape,13
