Month,Borough,Major Category,Minor Category,Count
201509,Havering,Sexual Offences,Other Sexual,22
201509,Havering,Sexual Offences,Rape,13
201509,Havering,Theft & Handling,Handling Stolen Goods,1
201509,Havering,Theft & Handling,Motor Vehicle Interference & Tampering,20
201509,Havering,Theft & Handling,Other Theft,164
201509,Havering,Theft & Handling,Theft From Motor Vehicle,90
201509,Havering,Theft & Handling,Theft From Shops,92
201509,Havering,Theft & Handling,Theft Person,25
201509,Havering,Theft & Handling,Theft/Taking Of Motor Vehicle,74
201509,Havering,Theft & Handling,Theft/Taking Of Pedal Cycle,23
201509,Havering,Violence Against The Person,Assault With Injury,74
201509,Havering,Violence Against The Person,Common Assault,103
201509,Havering,Violence Against The Person,Harassment,143
201509,Havering,Violence Against The Person,Offensive Weapon,13
201509,Havering,Violence Against The Person,Other Violence,21
201509,Havering,Violence Against The Person,Wounding/GBH,43
201509,Hillingdon,Burglary,Burglary In A Dwelling,115
201509,Hillingdon,Burglary,Burglary In Other Buildings,64
201509,Hillingdon,Criminal Damage,Criminal Damage To Dwelling,44
201509,Hillingdon,Criminal Damage,Criminal Damage To Motor Vehicle,71
201509,Hillingdon,Criminal Damage,Criminal Damage To Other Building,16
201509,Hillingdon,Criminal Damage,Other Criminal Damage,42
201509,Hillingdon,Drugs,Drug Trafficking,6
201509,Hillingdon,Drugs,Other Drugs,1
201509,Hillingdon,Drugs,Possession Of Drugs,95
201509,Hillingdon,Other Notifiable Offences,Other Notifiable,29
201509,Hillingdon,Robbery,Personal Property,28
201509,Hillingdon,Sexual Offences,Other Sexual,29
201509,Hillingdon,Sexual Offences,Rape,17
201509,Hillingdon,Theft & Handling,Handling Stolen Goods,1
201509,Hillingdon,Theft & Handling,Motor Vehicle Interference & Tampering,19
201509,Hillingdon,Theft & Handling,Other Theft,223
201509,Hillingdon,Theft & Handling,Theft From Motor Vehicle,144
201509,Hillingdon,Theft & Handling,Theft From Shops,133
201509,Hillingdon,Theft & Handling,Theft Person,28
201509,Hillingdon,Theft & Handling,Theft/Taking Of Motor Vehicle,51
201509,Hillingdon,Theft & Handling,Theft/Taking Of Pedal Cycle,30
201509,Hillingdon,Violence Against The Person,Assault With Injury,128
201509,Hillingdon,Violence Against The Person,Common Assault,160
201509,Hillingdon,Violence Against The Person,Harassment,219
201509,Hillingdon,Violence Against The Person,Offensive Weapon,5
201509,Hillingdon,Violence Against The Person,Other Violence,37
201509,Hillingdon,Violence Against The Person,Wounding/GBH,54
201509,Hounslow,Burglary,Burglary In A Dwelling,106
201509,Hounslow,Burglary,Burglary In Other Buildings,39
201509,Hounslow,Criminal Damage,Criminal Damage To Dwelling,42
201509,Hounslow,Criminal Damage,Criminal Damage To Motor Vehicle,71
201509,Hounslow,Criminal Damage,Criminal Damage To Other Building,19
201509,Hounslow,Criminal Damage,Other Criminal Damage,49
201509,Hounslow,Drugs,Drug Trafficking,8
201509,Hounslow,Drugs,Possession Of Drugs,69
201509,Hounslow,Fraud & Forgery,Other Fraud & Forgery,1
201509,Hounslow,Other Notifiable Offences,Going Equipped,3
201509,Hounslow,Other Notifiable Offences,Other Notifiable,37
201509,Hounslow,Robbery,Business Property,2
201509,Hounslow,Robbery,Personal Property,43
201509,Hounslow,Sexual Offences,Other Sexual,28
201509,Hounslow,Sexual Offences,Rape,17
201509,Hounslow,Theft & Handling,Handling Stolen Goods,1
201509,Hounslow,Theft & Handling,Motor Vehicle Interference & Tampering,26
201509,Hounslow,Theft & Handling,Other Theft,232
201509,Hounslow,Theft & Handling,Theft From Motor Vehicle,185
201509,Hounslow,Theft & Handling,Theft From Shops,106
201509,Hounslow,Theft & Handling,Theft Person,37
201509,Hounslow,Theft & Handling,Theft/Taking Of Motor Vehicle,41
201509,Hounslow,Theft & Handling,Theft/Taking Of Pedal Cycle,44
201509,Hounslow,Violence Against The Person,Assault With Injury,133
201509,Hounslow,Violence Against The Person,Common Assault,152
201509,Hounslow,Violence Against The Person,Harassment,219
201509,Hounslow,Violence Against The Person,Offensive Weapon,5
201509,Hounslow,Violence Against The Person,Other Violence,23
201509,Hounslow,Violence Against The Person,Wounding/GBH,61
201509,Islington,Burglary,Burglary In A Dwelling,111
201509,Islington,Burglary,Burglary In Other Buildings,69
201509,Islington,Criminal Damage,Criminal Damage To Dwelling,42
201509,Islington,Criminal Damage,Criminal Damage To Motor Vehicle,55
201509,Islington,Criminal Damage,Criminal Damage To Other Building,17
201509,Islington,Criminal Damage,Other Criminal Damage,44
201509,Islington,Drugs,Drug Trafficking,11
201509,Islington,Drugs,Possession Of Drugs,132
201509,Islington,Fraud & Forgery,Other Fraud & Forgery,2
201509,Islington,Other Notifiable Offences,Going Equipped,2
201509,Islington,Other Notifiable Offences,Other Notifiable,50
201509,Islington,Robbery,Business Property,4
201509,Islington,Robbery,Personal Property,55
201509,Islington,Sexual Offences,Other Sexual,30
201509,Islington,Sexual Offences,Rape,16
201509,Islington,Theft & Handling,Handling Stolen Goods,7
201509,Islington,Theft & Handling,Motor Vehicle Interference & Tampering,17
201509,Islington,Theft & Handling,Other Theft,315
201509,Islington,Theft & Handling,Theft From Motor Vehicle,106
201509,Islington,Theft & Handling,Theft From Shops,70
201509,Islington,Theft & Handling,Theft Person,219
201509,Islington,Theft & Handling,Theft/Taking Of Motor Vehicle,67
201509,Islington,Theft & Handling,Theft/Taking Of Pedal Cycle,91
201509,Islington,Violence Against The Person,Assault With Injury,114
201509,Islington,Violence Against The Person,Common Assault,171
201509,Islington,Violence Against The Person,Harassment,258
201509,Islington,Violence Against The Person,Offensive Weapon,16
201509,Islington,Violence Against The Person,Other Violence,30
201509,Islington,Violence Against The Person,Wounding/GBH,71
201509,Kensington and Chelsea,Burglary,Burglary In A Dwelling,60
201509,Kensington and Chelsea,Burglary,Burglary In Other Buildings,65
201509,Kensington and Chelsea,Criminal Damage,Criminal Damage To Dwelling,25
201509,Kensington and Chelsea,Criminal Damage,Criminal Damage To Motor Vehicle,28
201509,Kensington and Chelsea,Criminal Damage,Criminal Damage To Other Building,14
201509,Kensington and Chelsea,Criminal Damage,Other Criminal Damage,26
201509,Kensington and Chelsea,Drugs,Drug Trafficking,3
201509,Kensington and Chelsea,Drugs,Other Drugs,4
201509,Kensington and Chelsea,Drugs,Possession Of Drugs,133
201509,Kensington and Chelsea,Fraud & Forgery,Other Fraud & Forgery,2
201509,Kensington and Chelsea,Other Notifiable Offences,Going Equipped,1
201509,Kensington and Chelsea,Other Notifiable Offences,Other Notifiable,28
201509,Kensington and Chelsea,Robbery,Business Property,3
201509,Kensington and Chelsea,Robbery,Personal Property,43
201509,Kensington and Chelsea,Sexual Offences,Other Sexual,17
201509,Kensington and Chelsea,Sexual Offences,Rape,9
201509,Kensington and Chelsea,Theft & Handling,Handling Stolen Goods,2
201509,Kensington and Chelsea,Theft & Handling,Motor Vehicle Interference & Tampering,28
201509,Kensington and Chelsea,Theft & Handling,Other Theft,346
201509,Kensington and Chelsea,Theft & Handling,Theft From Motor Vehicle,123
201509,Kensington and Chelsea,Theft & Handling,Theft From Shops,122
201509,Kensington and Chelsea,Theft & Handling,Theft Person,223
201509,Kensington and Chelsea,Theft & Handling,Theft/Taking Of Motor Vehicle,57
201509,Kensington and Chelsea,Theft & Handling,Theft/Taking Of Pedal Cycle,44
201509,Kensington and Chelsea,Violence Against The Person,Assault With Injury,83
201509,Kensington and Chelsea,Violence Against The Person,Common Assault,100
201509,Kensington and Chelsea,Violence Against The Person,Harassment,131
201509,Kensington and Chelsea,Violence Against The Person,Offensive Weapon,22
201509,Kensington and Chelsea,Violence Against The Person,Other Violence,23
201509,Kensington and Chelsea,Violence Against The Person,Wounding/GBH,44
201509,Kingston upon Thames,Burglary,Burglary In A Dwelling,32
201509,Kingston upon Thames,Burglary,Burglary In Other Buildings,35
201509,Kingston upon Thames,Criminal Damage,Criminal Damage To Dwelling,15
201509,Kingston upon Thames,Criminal Damage,Criminal Damage To Motor Vehicle,34
201509,Kingston upon Thames,Criminal Damage,Criminal Damage To Other Building,14
201509,Kingston upon Thames,Criminal Damage,Other Criminal Damage,25
201509,Kingston upon Thames,Drugs,Drug Trafficking,8
201509,Kingston upon Thames,Drugs,Possession Of Drugs,57
201509,Kingston upon Thames,Fraud & Forgery,Other Fraud & Forgery,3
201509,Kingston upon Thames,Other Notifiable Offences,Other Notifiable,19
201509,Kingston upon Thames,Robbery,Personal Property,8
201509,Kingston upon Thames,Sexual Offences,Other Sexual,13
201509,Kingston upon Thames,Sexual Offences,Rape,2
201509,Kingston upon Thames,Theft & Handling,Handling Stolen Goods,1
201509,Kingston upon Thames,Theft & Handling,Motor Vehicle Interference & Tampering,3
201509,Kingston upon Thames,Theft & Handling,Other Theft,103
201509,Kingston upon Thames,Theft & Handling,Theft From Motor Vehicle,27
201509,Kingston upon Thames,Theft & Handling,Theft From Shops,58
201509,Kingston upon Thames,Theft & Handling,Theft Person,29
201509,Kingston upon Thames,Theft & Handling,Theft/Taking Of Motor Vehicle,19
201509,Kingston upon Thames,Theft & Handling,Theft/Taking Of Pedal Cycle,23
201509,Kingston upon Thames,Violence Against The Person,Assault With Injury,58
201509,Kingston upon Thames,Violence Against The Person,Common Assault,65
201509,Kingston upon Thames,Violence Against The Person,Harassment,101
201509,Kingston upon Thames,Violence Against The Person,Offensive Weapon,5
201509,Kingston upon Thames,Violence Against The Person,Other Violence,8
201509,Kingston upon Thames,Violence Against The Person,Wounding/GBH,32
201509,Lambeth,Burglary,Burglary In A Dwelling,128
201509,Lambeth,Burglary,Burglary In Other Buildings,94
201509,Lambeth,Criminal Damage,Criminal Damage To Dwelling,44
201509,Lambeth,Criminal Damage,Criminal Damage To Motor Vehicle,98
201509,Lambeth,Criminal Damage,Criminal Damage To Other Building,18
201509,Lambeth,Criminal Damage,Other Criminal Damage,48
201509,Lambeth,Drugs,Drug Trafficking,12
201509,Lambeth,Drugs,Other Drugs,3
201509,Lambeth,Drugs,Possession Of Drugs,214
201509,Lambeth,Fraud & Forgery,Other Fraud & Forgery,4
201509,Lambeth,Other Notifiable Offences,Going Equipped,5
201509,Lambeth,Other Notifiable Offences,Other Notifiable,62
201509,Lambeth,Robbery,Business Property,6
201509,Lambeth,Robbery,Personal Property,111
201509,Lambeth,Sexual Offences,Other Sexual,38
201509,Lambeth,Sexual Offences,Rape,31
201509,Lambeth,Theft & Handling,Handling Stolen Goods,9
201509,Lambeth,Theft & Handling,Motor Vehicle Interference & Tampering,34
201509,Lambeth,Theft & Handling,Other Theft,438
201509,Lambeth,Theft & Handling,Theft From Motor Vehicle,153
201509,Lambeth,Theft & Handling,Theft From Shops,96
201509,Lambeth,Theft & Handling,Theft Person,160
201509,Lambeth,Theft & Handling,Theft/Taking Of Motor Vehicle,66
201509,Lambeth,Theft & Handling,Theft/Taking Of Pedal Cycle,106
201509,Lambeth,Violence Against The Person,Assault With Injury,175
201509,Lambeth,Violence Against The Person,Common Assault,212
201509,Lambeth,Violence Against The Person,Harassment,275
201509,Lambeth,Violence Against The Person,Offensive Weapon,17
201509,Lambeth,Violence Against The Person,Other Violence,45
201509,Lambeth,Violence Against The Person,Wounding/GBH,106
201509,Lewisham,Burglary,Burglary In A Dwelling,129
201509,Lewisham,Burglary,Burglary In Other Buildings,54
201509,Lewisham,Criminal Damage,Criminal Damage To Dwelling,47
201509,Lewisham,Criminal Damage,Criminal Damage To Motor Vehicle,100
201509,Lewisham,Criminal Damage,Criminal Damage To Other Building,19
201509,Lewisham,Criminal Damage,Other Criminal Damage,46
201509,Lewisham,Drugs,Drug Trafficking,20
201509,Lewisham,Drugs,Possession Of Drugs,110
201509,Lewisham,Fraud & Forgery,Other Fraud & Forgery,3
201509,Lewisham,Other Notifiable Offences,Going Equipped,1
201509,Lewisham,Other Notifiable Offences,Other Notifiable,27
201509,Lewisham,Robbery,Business Property,8
201509,Lewisham,Robbery,Personal Property,53
201509,Lewisham,Sexual Offences,Other Sexual,23
201509,Lewisham,Sexual Offences,Rape,16
201509,Lewisham,Theft & Handling,Handling Stolen Goods,8
201509,Lewisham,Theft & Handling,Motor Vehicle Interference & Tampering,23
201509,Lewisham,Theft & Handling,Other Theft,219
201509,Lewisham,Theft & Handling,Theft From Motor Vehicle,124
201509,Lewisham,Theft & Handling,Theft From Shops,104
201509,Lewisham,Theft & Handling,Theft Person,40
201509,Lewisham,Theft & Handling,Theft/Taking Of Motor Vehicle,60
201509,Lewisham,Theft & Handling,Theft/Taking Of Pedal Cycle,31
201509,Lewisham,Violence Against The Person,Assault With Injury,146
201509,Lewisham,Violence Against The Person,Common Assault,229
201509,Lewisham,Violence Against The Person,Harassment,254
201509,Lewisham,Violence Against The Person,Murder,1
201509,Lewisham,Violence Against The Person,Offensive Weapon,14
201509,Lewisham,Violence Against The Person,Other Violence,26
201509,Lewisham,Violence Against The Person,Wounding/GBH,61
201509,Merton,Burglary,Burglary In A Dwelling,66
201509,Merton,Burglary,Burglary In Other Buildings,28
201509,Merton,Criminal Damage,Criminal Damage To Dwelling,23
201509,Merton,Criminal Damage,Criminal Damage To Motor Vehicle,46
201509,Merton,Criminal Damage,Criminal Damage To Other Building,5
201509,Merton,Criminal Damage,Other Criminal Damage,26
201509,Merton,Drugs,Drug Trafficking,3
201509,Merton,Drugs,Possession Of Drugs,28
201509,Merton,Other Notifiable Offences,Going Equipped,2
201509,Merton,Other Notifiable Offences,Other Notifiable,20
201509,Merton,Robbery,Personal Property,20
201509,Merton,Sexual Offences,Other Sexual,15
201509,Merton,Sexual Offences,Rape,9
201509,Merton,Theft & Handling,Motor Vehicle Interference & Tampering,9
201509,Merton,Theft & Handling,Other Theft,137
201509,Merton,Theft & Handling,Theft From Motor Vehicle,45
201509,Merton,Theft & Handling,Theft From Shops,74
201509,Merton,Theft & Handling,Theft Person,24
201509,Merton,Theft & Handling,Theft/Taking Of Motor Vehicle,32
201509,Merton,Theft & Handling,Theft/Taking Of Pedal Cycle,14
201509,Merton,Violence Against The Person,Assault With Injury,87
201509,Merton,Violence Against The Person,Common Assault,98
201509,Merton,Violence Against The Person,Harassment,101
201509,Merton,Violence Against The Person,Offensive Weapon,7
201509,Merton,Violence Against The Person,Other Violence,12
201509,Merton,Violence Against The Person,Wounding/GBH,18
201509,Newham,Burglary,Burglary In A Dwelling,164
201509,Newham,Burglary,Burglary In Other Buildings,69
201509,Newham,Criminal Damage,Criminal Damage To Dwelling,38
201509,Newham,Criminal Damage,Criminal Damage To Motor Vehicle,91
201509,Newham,Criminal Damage,Criminal Damage To Other Building,10
201509,Newham,Criminal Damage,Other Criminal Damage,74
201509,Newham,Drugs,Drug Trafficking,11
201509,Newham,Drugs,Possession Of Drugs,102
201509,Newham,Fraud & Forgery,Other Fraud & Forgery,4
201509,Newham,Other Notifiable Offences,Other Notifiable,41
201509,Newham,Robbery,Business Property,5
201509,Newham,Robbery,Personal Property,94
201509,Newham,Sexual Offences,Other Sexual,23
201509,Newham,Sexual Offences,Rape,26
201509,Newham,Theft & Handling,Handling Stolen Goods,5
201509,Newham,Theft & Handling,Motor Vehicle Interference & Tampering,31
201509,Newham,Theft & Handling,Other Theft,314
201509,Newham,Theft & Handling,Theft From Motor Vehicle,200
201509,Newham,Theft & Handling,Theft From Shops,109
201509,Newham,Theft & Handling,Theft Person,96
201509,Newham,Theft & Handling,Theft/Taking Of Motor Vehicle,86
201509,Newham,Theft & Handling,Theft/Taking Of Pedal Cycle,57
201509,Newham,Violence Against The Person,Assault With Injury,203
201509,Newham,Violence Against The Person,Common Assault,236
201509,Newham,Violence Against The Person,Harassment,234
201509,Newham,Violence Against The Person,Offensive Weapon,13
201509,Newham,Violence Against The Person,Other Violence,41
201509,Newham,Violence Against The Person,Wounding/GBH,99
201509,Redbridge,Burglary,Burglary In A Dwelling,124
201509,Redbridge,Burglary,Burglary In Other Buildings,44
201509,Redbridge,Criminal Damage,Criminal Damage To Dwelling,22
201509,Redbridge,Criminal Damage,Criminal Damage To Motor Vehicle,60
201509,Redbridge,Criminal Damage,Criminal Damage To Other Building,17
201509,Redbridge,Criminal Damage,Other Criminal Damage,28
201509,Redbridge,Drugs,Drug Trafficking,4
201509,Redbridge,Drugs,Possession Of Drugs,122
201509,Redbridge,Fraud & Forgery,Other Fraud & Forgery,1
201509,Redbridge,Other Notifiable Offences,Going Equipped,2
201509,Redbridge,Other Notifiable Offences,Other Notifiable,43
201509,Redbridge,Robbery,Business Property,4
201509,Redbridge,Robbery,Personal Property,67
201509,Redbridge,Sexual Offences,Other Sexual,37
201509,Redbridge,Sexual Offences,Rape,9
201509,Redbridge,Theft & Handling,Handling Stolen Goods,3
201509,Redbridge,Theft & Handling,Motor Vehicle Interference & Tampering,21
201509,Redbridge,Theft & Handling,Other Theft,166
201509,Redbridge,Theft & Handling,Theft From Motor Vehicle,129
201509,Redbridge,Theft & Handling,Theft From Shops,79
201509,Redbridge,Theft & Handling,Theft Person,36
201509,Redbridge,Theft & Handling,Theft/Taking Of Motor Vehicle,66
201509,Redbridge,Theft & Handling,Theft/Taking Of Pedal Cycle,11
201509,Redbridge,Violence Against The Person,Assault With Injury,106
201509,Redbridge,Violence Against The Person,Common Assault,127
201509,Redbridge,Violence Against The Person,Harassment,171
201509,Redbridge,Violence Against The Person,Murder,2
201509,Redbridge,Violence Against The Person,Offensive Weapon,10
201509,Redbridge,Violence Against The Person,Other Violence,18
201509,Redbridge,Violence Against The Person,Wounding/GBH,55
201509,Richmond upon Thames,Burglary,Burglary In A Dwelling,56
201509,Richmond upon Thames,Burglary,Burglary In Other Buildings,49
201509,Richmond upon Thames,Criminal Damage,Criminal Damage To Dwelling,17
201509,Richmond upon Thames,Criminal Damage,Criminal Damage To Motor Vehicle,33
201509,Richmond upon Thames,Criminal Damage,Criminal Damage To Other Building,8
201509,Richmond upon Thames,Criminal Damage,Other Criminal Damage,23
201509,Richmond upon Thames,Drugs,Drug Trafficking,2
201509,Richmond upon Thames,Drugs,Possession Of Drugs,34
201509,Richmond upon Thames,Fraud & Forgery,Other Fraud & Forgery,6
201509,Richmond upon Thames,Other Notifiable Offences,Other Notifiable,26
201509,Richmond upon Thames,Robbery,Business Property,2
201509,Richmond upon Thames,Robbery,Personal Property,5
201509,Richmond upon Thames,Sexual Offences,Other Sexual,14
201509,Richmond upon Thames,Sexual Offences,Rape,6
201509,Richmond upon Thames,Theft & Handling,Motor Vehicle Interference & Tampering,18
201509,Richmond upon Thames,Theft & Handling,Other Theft,106
201509,Richmond upon Thames,Theft & Handling,Theft From Motor Vehicle,57
201509,Richmond upon Thames,Theft & Handling,Theft From Shops,55
201509,Richmond upon Thames,Theft & Handling,Theft Person,21
201509,Richmond upon Thames,Theft & Handling,Theft/Taking Of Motor Vehicle,47
201509,Richmond upon Thames,Theft & Handling,Theft/Taking Of Pedal Cycle,58
201509,Richmond upon Thames,Violence Against The Person,Assault With Injury,61
201509,Richmond upon Thames,Violence Against The Person,Common Assault,70
201509,Richmond upon Thames,Violence Against The Person,Harassment,102
201509,Richmond upon Thames,Violence Against The Person,Offensive Weapon,3
201509,Richmond upon Thames,Violence Against The Person,Other Violence,11
201509,Richmond upon Thames,Violence Against The Person,Wounding/GBH,23
201509,Southwark,Burglary,Burglary In A Dwelling,102
201509,Southwark,Burglary,Burglary In Other Buildings,121
201509,Southwark,Criminal Damage,Criminal Damage To Dwelling,38
201509,Southwark,Criminal Damage,Criminal Damage To Motor Vehicle,63
201509,Southwark,Criminal Damage,Criminal Damage To Other Building,20
201509,Southwark,Criminal Damage,Other Criminal Damage,54
201509,Southwark,Drugs,Drug Trafficking,13
201509,Southwark,Drugs,Other Drugs,3
201509,Southwark,Drugs,Possession Of Drugs,207
201509,Southwark,Fraud & Forgery,Other Fraud & Forgery,4
201509,Southwark,Other Notifiable Offences,Going Equipped,2
201509,Southwark,Other Notifiable Offences,Other Notifiable,24
201509,Southwark,Robbery,Business Property,8
201509,Southwark,Robbery,Personal Property,99
201509,Southwark,Sexual Offences,Other Sexual,37
201509,Southwark,Sexual Offences,Rape,19
201509,Southwark,Theft & Handling,Handling Stolen Goods,5
201509,Southwark,Theft & Handling,Motor Vehicle Interference & Tampering,18
201509,Southwark,Theft & Handling,Other Theft,392
201509,Southwark,Theft & Handling,Theft From Motor Vehicle,123
201509,Southwark,Theft & Handling,Theft From Shops,113
201509,Southwark,Theft & Handling,Theft Person,131
201509,Southwark,Theft & Handling,Theft/Taking Of Motor Vehicle,59
201509,Southwark,Theft & Handling,Theft/Taking Of Pedal Cycle,95
201509,Southwark,Violence Against The Person,Assault With Injury,149
201509,Southwark,Violence Against The Person,Common Assault,203
201509,Southwark,Violence Against The Person,Harassment,223
201509,Southwark,Violence Against The Person,Murder,1
201509,Southwark,Violence Against The Person,Offensive Weapon,14
201509,Southwark,Violence Against The Person,Other Violence,23
201509,Southwark,Violence Against The Person,Wounding/GBH,72
201509,Sutton,Burglary,Burglary In A Dwelling,49
201509,Sutton,Burglary,Burglary In Other Buildings,39
201509,Sutton,Criminal Damage,Criminal Damage To Dwelling,21
201509,Sutton,Criminal Damage,Criminal Damage To Motor Vehicle,54
201509,Sutton,Criminal Damage,Criminal Damage To Other Building,5
201509,Sutton,Criminal Damage,Other Criminal Damage,16
201509,Sutton,Drugs,Drug Trafficking,6
201509,Sutton,Drugs,Possession Of Drugs,26
201509,Sutton,Fraud & Forgery,Other Fraud & Forgery,3
201509,Sutton,Other Notifiable Offences,Other Notifiable,12
201509,Sutton,Robbery,Business Property,3
201509,Sutton,Robbery,Personal Property,19
201509,Sutton,Sexual Offences,Other Sexual,9
201509,Sutton,Sexual Offences,Rape,5
201509,Sutton,Theft & Handling,Handling Stolen Goods,1
201509,Sutton,Theft & Handling,Motor Vehicle Interference & Tampering,12
201509,Sutton,Theft & Handling,Other Theft,81
201509,Sutton,Theft & Handling,Theft From Motor Vehicle,45
201509,Sutton,Theft & Handling,Theft From Shops,62
201509,Sutton,Theft & Handling,Theft Person,21
201509,Sutton,Theft & Handling,Theft/Taking Of Motor Vehicle,18
201509,Sutton,Theft & Handling,Theft/Taking Of Pedal Cycle,10
201509,Sutton,Violence Against The Person,Assault With Injury,82
201509,Sutton,Violence Against The Person,Common Assault,98
201509,Sutton,Violence Against The Person,Harassment,91
201509,Sutton,Violence Against The Person,Offensive Weapon,7
201509,Sutton,Violence Against The Person,Other Violence,16
201509,Sutton,Violence Against The Person,Wounding/GBH,29
201509,Tower Hamlets,Burglary,Burglary In A Dwelling,84
201509,Tower Hamlets,Burglary,Burglary In Other Buildings,126
201509,Tower Hamlets,Criminal Damage,Criminal Damage To Dwelling,27
201509,Tower Hamlets,Criminal Damage,Criminal Damage To Motor Vehicle,58
201509,Tower Hamlets,Criminal Damage,Criminal Damage To Other Building,22
201509,Tower Hamlets,Criminal Damage,Other Criminal Damage,58
201509,Tower Hamlets,Drugs,Drug Trafficking,9
201509,Tower Hamlets,Drugs,Other Drugs,2
201509,Tower Hamlets,Drugs,Possession Of Drugs,172
201509,Tower Hamlets,Fraud & Forgery,Other Fraud & Forgery,2
201509,Tower Hamlets,Other Notifiable Offences,Going Equipped,3
201509,Tower Hamlets,Other Notifiable Offences,Other Notifiable,43
201509,Tower Hamlets,Robbery,Business Property,7
201509,Tower Hamlets,Robbery,Personal Property,63
201509,Tower Hamlets,Sexual Offences,Other Sexual,18
201509,Tower Hamlets,Sexual Offences,Rape,21
201509,Tower Hamlets,Theft & Handling,Handling Stolen Goods,6
201509,Tower Hamlets,Theft & Handling,Motor Vehicle Interference & Tampering,27
201509,Tower Hamlets,Theft & Handling,Other Theft,355
201509,Tower Hamlets,Theft & Handling,Theft From Motor Vehicle,144
201509,Tower Hamlets,Theft & Handling,Theft From Shops,91
201509,Tower Hamlets,Theft & Handling,Theft Person,84
201509,Tower Hamlets,Theft & Handling,Theft/Taking Of Motor Vehicle,87
201509,Tower Hamlets,Theft & Handling,Theft/Taking Of Pedal Cycle,99
201509,Tower Hamlets,Violence Against The Person,Assault With Injury,161
201509,Tower Hamlets,Violence Against The Person,Common Assault,231
201509,Tower Hamlets,Violence Against The Person,Harassment,226
201509,Tower Hamlets,Violence Against The Person,Murder,2
201509,Tower Hamlets,Violence Against The Person,Offensive Weapon,15
201509,Tower Hamlets,Violence Against The Person,Other Violence,30
201509,Tower Hamlets,Violence Against The Person,Wounding/GBH,73
201509,Waltham Forest,Burglary,Burglary In A Dwelling,105
201509,Waltham Forest,Burglary,Burglary In Other Buildings,52
201509,Waltham Forest,Criminal Damage,Criminal Damage To Dwelling,28
201509,Waltham Forest,Criminal Damage,Criminal Damage To Motor Vehicle,68
201509,Waltham Forest,Criminal Damage,Criminal Damage To Other Building,12
201509,Waltham Forest,Criminal Damage,Other Criminal Damage,37
201509,Waltham Forest,Drugs,Drug Trafficking,8
201509,Waltham Forest,Drugs,Other Drugs,1
201509,Waltham Forest,Drugs,Possession Of Drugs,100
201509,Waltham Forest,Fraud & Forgery,Other Fraud & Forgery,1
201509,Waltham Forest,Other Notifiable Offences,Other Notifiable,42
201509,Waltham Forest,Robbery,Business Property,5
201509,Waltham Forest,Robbery,Personal Property,38
201509,Waltham Forest,Sexual Offences,Other Sexual,23
201509,Waltham Forest,Sexual Offences,Rape,15
201509,Waltham Forest,Theft & Handling,Handling Stolen Goods,1
201509,Waltham Forest,Theft & Handling,Motor Vehicle Interference & Tampering,37
201509,Waltham Forest,Theft & Handling,Other Theft,226
201509,Waltham Forest,Theft & Handling,Theft From Motor Vehicle,141
201509,Waltham Forest,Theft & Handling,Theft From Shops,75
201509,Waltham Forest,Theft & Handling,Theft Person,37
201509,Waltham Forest,Theft & Handling,Theft/Taking Of Motor Vehicle,51
201509,Waltham Forest,Theft & Handling,Theft/Taking Of Pedal Cycle,26
201509,Waltham Forest,Violence Against The Person,Assault With Injury,96
201509,Waltham Forest,Violence Against The Person,Common Assault,139
201509,Waltham Forest,Violence Against The Person,Harassment,184
201509,Waltham Forest,Violence Against The Person,Murder,1
201509,Waltham Forest,Violence Against The Person,Offensive Weapon,15
201509,Waltham Forest,Violence Against The Person,Other Violence,35
201509,Waltham Forest,Violence Against The Person,Wounding/GBH,63
201509,Wandsworth,Burglary,Burglary In A Dwelling,118
201509,Wandsworth,Burglary,Burglary In Other Buildings,95
201509,Wandsworth,Criminal Damage,Criminal Damage To Dwelling,28
201509,Wandsworth,Criminal Damage,Criminal Damage To Motor Vehicle,71
201509,Wandsworth,Criminal Damage,Criminal Damage To Other Building,9
201509,Wandsworth,Criminal Damage,Other Criminal Damage,40
201509,Wandsworth,Drugs,Drug Trafficking,2
201509,Wandsworth,Drugs,Possession Of Drugs,47
201509,Wandsworth,Other Notifiable Offences,Going Equipped,4
201509,Wandsworth,Other Notifiable Offences,Other Notifiable,44
201509,Wandsworth,Robbery,Business Property,3
201509,Wandsworth,Robbery,Personal Property,40
201509,Wandsworth,Sexual Offences,Other Sexual,37
201509,Wandsworth,Sexual Offences,Rape,11
201509,Wandsworth,Theft & Handling,Handling Stolen Goods,1
201509,Wandsworth,Theft & Handling,Motor Vehicle Interference & Tampering,25
201509,Wandsworth,Theft & Handling,Other Theft,301
201509,Wandsworth,Theft & Handling,Theft From Motor Vehicle,126
201509,Wandsworth,Theft & Handling,Theft From Shops,111
201509,Wandsworth,Theft & Handling,Theft Person,47
201509,Wandsworth,Theft & Handling,Theft/Taking Of Motor Vehicle,94
201509,Wandsworth,Theft & Handling,Theft/Taking Of Pedal Cycle,57
201509,Wandsworth,Violence Against The Person,Assault With Injury,131
201509,Wandsworth,Violence Against The Person,Common Assault,205
201509,Wandsworth,Violence Against The Person,Harassment,193
201509,Wandsworth,Violence Against The Person,Offensive Weapon,16
201509,Wandsworth,Violence Against The Person,Other Violence,23
201509,Wandsworth,Violence Against The Person,Wounding/GBH,58
